Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Short Title,Title,Application Summary,Grant Purpose,Area,Principal Investigator,Co-Investigators,Grant and/or Account #,Administered By,Funding Source,Project,Currency,Received Amount,Total Amount,Member Share,Monetary,Rpt,Hours Per Week,Personnel Paid,Rnw,Education Grant,Duplicate Reported,Other Details (doesn't print),Year
,"Barra, Lillian",1/24/2015 11:15:36 AM,13933,"Barra, Lillian",Medicine,2013/10,2014/09,Grants,Funded,True,False,Co-Investigator,,The role of anti-homocitrullinated protein/peptide immune responses in Rheumatoid Arthritis,,Operating,Research,Ewa Cairns,"L. Barra, D. Bell",,,"Institute of Musculoskeletal Health, Arthritis, Skin and Oral Health, Canadian Institutes of Health Research","Operating Grant Institute of Musculoskeletal Health, Arthritis, Skin and Oral Health",CAD = Canadian dollar,,"$58,451,813.00",,,0,,,0,False,False,,
,"Jain, Arsh",9/16/2015 1:59:43 PM,13940,"Jain, Arsh",Medicine,2012/07,2014/06,Grants,Funded,True,False,Co-Investigator,,"ICES Kidney, Dialysis and Transplantation Program",,Operating,Research,"Garg, Amit",,,,Academic Medical Organization of Southwestern Ontario (AMOSO),,CAD = Canadian dollar,,"$38,805,755.00",,,0,,,0,False,False,,
,"Malcomson, Paul",8/6/2013 11:48:55 AM,13945,"Member, Test",Family Medicine,2009/07,present,Clinical Trials,Funded,True,False,Principal Investigator,Double Blind study,,,,,"Member, Test",,,,,,,,"$43,775,472.00",,,0,,,0,False,False,,
,"Malcomson, Paul",8/6/2013 11:48:13 AM,13946,"Member, Test",Family Medicine,2009/07,2010/06,Clinical Trials,Funded,True,False,Co-Applicant,Double Blind study,,,,,"Member, Test",,,,,,,,"$63,440,645.00",,,0,,,0,False,False,,
,"Malcomson, Paul",8/6/2013 11:48:24 AM,13947,"Member, Test",Family Medicine,2009/07,2010/06,Clinical Trials,Funded,True,True,Co-Applicant,Double Blind study,,,,,"Member, Test",,,,,,,,"$40,463,454.00",,,0,,,0,False,False,,
,"Kim, Richard",8/12/2013 1:58:08 PM,13961,"Kim, Richard",Medicine,2013/10,2018/10,Grants,Funded,True,False,Principal Investigator,,Hepatic bile acid and Organic Anion Transporting Polypeptide drug uptake transporters as determinants of drug disposition,,Operating,Research,Richard B. Kim,Yun-Hee Choi,MOP-89753,* UWO,Canadian Institutes of Health Research (CIHR),,CAD = Canadian dollar,,"$12,207,677.00","$737,600.00",,0,10.00,,1,False,False,,
,"Kim, Richard",8/12/2013 2:02:02 PM,13962,"Kim, Richard",Medicine,2013/04,2014/03,Clinical Trials,Funded,True,False,Principal Investigator,,Genetic markers of ototoxicity with cisplatin chemotherapy in head and neck cancer,,Clinical Trial,Research,Richard Kim,,,* LHSC,London Regional Cancer Program,,CAD = Canadian dollar,,"$26,790,831.00","$29,273.00",,0,,,0,False,False,,
,"Kim, Richard",8/12/2013 2:06:57 PM,13963,"Kim, Richard",Medicine,2012/06,2013/05,Grants,Funded,True,False,Principal Investigator,Personalized Medicine,Personalized medicine Team for the Prevention of Adverse Drug Response (ADR) at LHSC,,Operating,Research,Richard Kim,,,* AMOSO,AMOSO AHSC-AFP Innovation Fund,,CAD = Canadian dollar,,"$30,347,873.00","$141,256.00",,0,,,0,False,False,,
,"Serafin, Kathy",11/18/2013 1:58:06 PM,13965,"Pickering, J. Geoffrey",Medicine,2013/05,2013/05,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Alanna Watson",,Graduate Student Award,,J.G. Pickering,,,,Queen Elizabeth II Graduate Scholarship in Science and Technology,,,,"$61,970,717.00",,,0,,,0,False,False,,
,"Serafin, Kathy",10/27/2015 1:35:52 PM,13966,"Pickering, J. Geoffrey",Medicine,2013/04,2015/06,Grants,Funded,True,False,Principal Investigator,,Control of vascular smooth muscle cell aging,Original end-date September 2015. Closed when CIHR Foundation Grant initiated.,Medical Research Council of Canada / Canadian Institute of Health Research,,J.G. Pickering,,FRN/MOP-126148,,Medical Research Council of Canada / Canadian Institutes of Health Research,,,,"$67,615,187.00",,,0,,,0,False,False,,
,"Nagle, Michele",10/9/2015 11:34:48 AM,13994,"Khanna, Reena",Medicine,2013/09,2013/09,Grants,Funded,True,False,Principal Investigator,YCP Gastro 2013,Young Clinicians Program for Gastro 2013 APDW/WCOG,"travel paid for to the Young Clinicians program in Shanghai, China",travel grant,,"Khanna, R.",,,External,Gastro 2013,,CAD = Canadian dollar,,"$54,747,619.00",,Cash,0,,,0,False,False,,
,"Pepe, Marisa",8/23/2013 4:38:26 PM,13997,"Kovacs, Michael",Medicine,2013/10,2017/09,Grants,Funded,True,False,Co-Applicant,PE Graduated D-dimer (PEGeD) Study,"D-dimer testing, tailored to clinical pretest probability, to reduce use of CT pulmonary angiography in suspected pulmonary embolism: A management study",,Operating,Research,"Kearon, Clive",,,,CIHR,,CAD = Canadian dollar,,"$35,009,331.00",,,0,,,0,False,False,,
,"Pepe, Marisa",8/27/2013 10:45:03 AM,13998,"Kovacs, Michael",Medicine,2013/03,2016/06,Grants,Funded,False,False,Co-Applicant,4D Study,"D-dimer testing, tailored to clinical pretest probability, to minimize initial and followup ultrasound testing in suspected deep vein thrombosis. A management study.",,Operating,Research,"Kearon, Clive",,,,CIHR,,CAD = Canadian dollar,,"$61,875,162.00",,,0,,,0,False,False,,
,"Pepe, Marisa",8/27/2013 10:49:49 AM,13999,"Kovacs, Michael",Medicine,2013/03,2014/02,,Funded,False,True,Principal Site Investigator,Edoxaban thrombus reduction imaging study (eTRIS),"A randomized, open-label, parallel-group, multi-center study for the evaluation of efficacy and safety of edoxaban monotherapy versus (LMW) heparin/warfarin in subjects with symptomatic deep-vein thrombosis",,Clinical Trial,Research,,,,,Daiichi Sankyo,,,,"$45,883,508.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 12:53:22 PM,14001,"Lazo Langner, Alejandro",Medicine,2013/07,2015/06,Grants,Funded,True,False,Principal Applicant,Immigration and VTE,Immigration and the epidemiology of venous thromboembolism,,Operating,Research,Alejandro Lazo-Langner,,,,Academic Medical Organization of Southwestern Ontario (AMOSO),,CAD = Canadian dollar,,"$11,700,862.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 12:56:15 PM,14002,"Lazo Langner, Alejandro",Medicine,2013/07,2015/06,Grants,Funded,True,False,Principal Applicant,Immigration and VTE,Immigration and the epidemiology of venous thromboembolism,,Salary Support,,A Lazo-Langner,,,,Institute for Clinical Evaluative Sciences in Ontario,,CAD = Canadian dollar,,"$9,813,349.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 1:07:50 PM,14005,"Lazo Langner, Alejandro",Medicine,2008/07,2011/07,Grants,Funded,True,False,Collaborator,RIP-PCI,Remote Ischemic Postconditioning During Percutaneous Coronary Intervention (RIP–PCI trial). Effect on Coronary Flow Reserve and Ischemic Complications,,Clinical Trial,Research,Shahar Lavi,"Samuel Siu, Geoffrey Pickering, Murray Huff, Patrick Teefy, Michael Keeney, Alejandro Lazo-Langner",,,Academic Medical Organization of Southwestern Ontario (AMOSO),,,,"$32,666,820.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 1:19:32 PM,14006,"Lazo Langner, Alejandro",Medicine,2015,2017/06,Grants,Funded,True,False,Co-Applicant,REMARK,Analysis of pro-coagulant and thrombin generation markers for the prediction of therapeutic failure during anticoagulation in cancer patients at high risk for recurrence of venous thromboembolism: a pilot study (REMARK),,Operating,Research,PS Wells,,,,Heart and Stroke Foundation of Canada (HSFC),,,,"$65,452,243.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 1:33:25 PM,14007,"Lazo Langner, Alejandro",Medicine,2010/07,present,Clinical Trials,Funded,True,True,Site Investigator,FIRST,"Study to Determine Efficacy and Safety of Lenalidomide Plus Low-dose Dexamethasone Versus Melphalan, Prednisone, Thalidomide in Patients With Previously Untreated Multiple Myeloma (FIRST)",,Clinical Trial,Research,L Minuk,,,,Celgene Corporation,,,,"$50,625,633.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 2:11:04 PM,14010,"Lazo Langner, Alejandro",Medicine,2011/07,2012/06,Clinical Trials,Funded,True,True,Site Investigator,BU/ME for ASCT in MM,A Phase II Study of using a combination of Busulfan and Melphalan as Conditioning Regimen for Autologous Stem Cell Transplantation (ASCT) in Patients who have received Bortezomib based induction for Newly Diagnosed Multiple Myeloma followed by Lenalidomide Maintenance until Disease Progression,,Operating,Research,L Minuk,,,,Celgene Corporation,,,,"$6,189,907.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 2:19:47 PM,14012,"Lazo Langner, Alejandro",Medicine,2013/07,present,Clinical Trials,Funded,True,False,Site Investigator,HELIOS,"Randomized, Double-blind, Placebo-controlled Phase 3 Study of Ibrutinib, a Bruton's Tyrosine Kinase (BTK) Inhibitor, in Combination with Bendamustine and Rituximab (BR) in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (12-049)",,Clinical Trial,Research,L Minuk,,,,Janssen Pharmaceutica Inc,,CAD = Canadian dollar,,"$49,625,084.00",,,0,,,0,False,False,,
,"Schembri, Sheila",3/5/2015 2:53:33 PM,14013,"Lazo Langner, Alejandro",Medicine,2013/07,present,Grants,Funded,True,False,Co-Investigator,EINSTEIN PTS,EINSTEIN PTS STUDY. Incidence of the post-thrombotic syndrome in patients with proximal deep vein thrombosis treated for the first 3 to 12 months with rivaroxaban or conventional anticoagulation (enoxaparin followed by vitamin K antagonists). Retrospective investigator-initiated study on patients recruited in a randomized clinical trial (Einstein DVT),,Operating,Research,P Prandoni,,,,,,,,"$73,008,020.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 2:22:42 PM,14014,"Lazo Langner, Alejandro",Medicine,2013/07,present,Clinical Trials,Funded,True,True,Site Investigator,eTRIS,"A randomized, open-label, parallel-group, multi-center study for the evaluation of efficacy and safety of edoxaban monotherapy versus (LMW) heparin/warfarin in subjects with symptomatic deep-vein thrombosis – edoxaban thrombus reduction imaging study (eTRIS)",,Clinical Trial,Research,M Kovacs,,,,"Eisai Co., Ltd. (Japan)",,,,"$60,226,755.00",,,0,,,0,False,False,,
,"Lazo Langner, Alejandro",8/27/2013 2:31:42 PM,14016,"Lazo Langner, Alejandro",Medicine,2013/07,present,Clinical Trials,Funded,True,True,Site Investigator,ENDEAVOR,"A Randomized, Open-Label, Phase 3 Study of Carfilzomib Plus Dexamethasone vs. Bortezomib Plus Dexamethasone in Patients with Relapsed Multiple Myeloma",,Clinical Trial,Research,L Minuk,,,,ONYX Industries Inc.,,CAD = Canadian dollar,,"$14,342,871.00",,,0,,,0,False,False,,
,"McCallum, Andrea",9/21/2015 2:22:22 PM,14020,"Leong-Sit, Peter",Medicine,2013/03,2016/01,Clinical Trials,Funded,False,True,Principal Investigator,REACT.COM,Rhythm Evaluation for AntiCoagulaTion with COntinuous Monitoring,,Clinical Trial,Research,Peter Leong-Sit,"Lorne Gula, Jaimie Manlucu, Allan Skanes, Raymond Yee",HSREB #103231,Lawson,"Medtronic, Inc.",,CAD = Canadian dollar,,"$48,637,690.00","$120,000.00",,0,,,0,False,False,,
,"McManus, Ruth",9/24/2015 2:10:56 PM,14024,"McManus, Ruth",Medicine,2013/01,2016/07,Grants,Funded,True,False,Collaborator,Mity Kids,MiTy Kids (Metformin in women with Type 2 diabetes in pregnancy Kids trial),A multicentre 24 month follow up of offspring characteristics whose mothers had participated in the MiTy trial,Clinical Trial,Research,Dr Denice Feig,"L Donovan, E Ryan, J Booth, R Houlden, A Godbut, Kader, S Meltzer, J Lee, H Clark, J Wiesnagel, G Garso, A Galway, M Wolfs, L Lipscombe, J Low, S Gandhi, D Thompson, J Shaban, S Ludwig, D Miller.",,,Canadian Institutes of Health Research (CIHR),,CAD = Canadian dollar,,"$67,548,158.00","$16,250.00",Cash,1,,,0,False,False,,
,"McManus, Ruth",9/24/2015 2:10:06 PM,14025,"McManus, Ruth",Medicine,2013/01,2016/07,Grants,Funded,True,False,Principal Site Investigator,Conceptt,Conceppt: Continuous glucose monitoring in women with type 1 diabetes in pregnancy trial,"A multicentre, randomized, controlled trial looking at pregnancy outcomes in women with type 1 diabetes who use/do not use continuous glucose monitoring throughout their pregnancies",Clinical Trial,Research,Dr D Feig,,,* Sunnybroook Research Institute,JDRF Canadian Clinical Trial Network (CCTN),,CAD = Canadian dollar,,"$7,827,460.00","$245,000.00",,1,,,0,False,False,,
,"Colledge, Kathy",6/16/2015 2:10:59 PM,14033,"Licskai, Christopher",Medicine,2013/09,2014/09,Grants,Funded,True,False,Co-Applicant,Electronic Asthma Action Plans (e-Apps),A Smartphone App Which Helps Patients with Asthma to Help Their Doctors To Help Them,"A SmartPhone App Which Helps Patients with Asthma to Help Their Doctors To Help Them a) Statement of the health problem or issue Asthma is a chronic disease which affects 8.3% of Canadians aged 12 and over, leads to serious respiratory symptoms and limitation, and costs our health care system over $1.8 billion annually. An asthma action plan (AAP) is a personalized form filled out by a health care professional for each individual patient with asthma, which provides the patient with instructions on what to do when symptoms become more active. Studies have shown that AAPs decrease patient symptoms, urgent doctor visits, and emergency room visits, and improve patients’ quality of life. However, only 11% of Canadian asthma patients report having received an asthma action plan. The main reasons for this are that doctors do not have the skills and time required to prepare AAPs for individual patients. b) Objective of your project We developed the Electronic Asthma Action Plan System (eAAPS) to enable health care professionals to quickly and easily prepare and deliver AAPs to their patients with asthma. Our system employs a portable computer in the doctor's waiting room which patients use to answer a simple set of questions about their asthma. Our system uses these answers to automatically generate an AAP that is tailored to the patient, which then gets transmitted to the electronic medical record system, for easy delivery from the health care professional to the patient. Since most clinics do not have a waiting room computer, the goal of this study is to develop a Smartphone application (“app”) that patients can use to complete the waiting room questionnaire on their personal Smartphones. c) How will you undertake your work? With a dedicated and experienced information technology team, we will develop the Smartphone app and test it in 3 to 4 focus groups consisting of patients with asthma, seeking their feedback to ensure that it is easy to understand and simple to use. We will run these focus group sessions one after the other, analyzing information after each one, making improvements to the app, and presenting the improved version to the next group. We will then integrate the final version of the app into the eAAPS and offer it to patients at a Family Health Clinic as part of a larger study measuring whether the eAAPS can increase the frequency of AAP delivery by health care professionals to their patients. d) What is unique/innovative about your project? This project is innovative in that it engages patients to take part in their own health care, which is something that asthma patients frequently express a desire to do. Both by completing the questionnaire about their asthma, and by receiving an AAP and using it to self-manage their asthma symptoms, patients will become active partners in their care. Furthermore, this project uses cutting-edge technology in the form of a Smartphone app and a computerized system to process data and to communicate with the electronic medical record system. By using latest technology, we both engage the patient, and remove barriers to better care by the health care practitioner. e) A clear and concise description of how the proposed research is relevant to the Lung Association’s mission statement, i.e. how will the outcomes of your project improve the lung health of Canadians. This research directly improves management of lung disease by enabling more patients with asthma to receive an AAP, which has major proven beneficial effects on patient health. Our technology will be designed so that it can be adapted to work with various different electronic medical record systems. As such, we plan to eventually make it available to patients and clinics across the country, in a nationwide lung health initiative. We hope to improve not only the way that heath care is delivered, but also the everyday health of the 3 million asthma sufferers in Canada.",Clinical Trial,Research,Dr. Samir Gupta,"Sharon Strauss, Louis-Philippe Boulet, Anthony Levinson, David Chan, Gina Agarwal, Muhammad Mamdani, Joseph Cafazzo, Joanna Sale",,,Ontario Lung Association/Ontario Thoracic Society,,CAD = Canadian dollar,,"$45,705,148.00",,,0,2.00,,0,False,False,,
,"Colledge, Kathy",9/5/2013 9:26:23 AM,14035,"Licskai, Christopher",Medicine,2010/07,2011/06,Grants,Funded,True,False,Principal Applicant,AQHI - Integrating AQHI into Asthma Action Plans to Improve Asthma Outcomes,AQHI - Integrating AQHI into Asthma Action Plans to Improve Asthma Outcomes,Developing and testing a prototype mobile health system for asthma. Smartphone application.,Clinical Trial,Research,Christopher Licskai,"Madonna Ferrone, Todd Sands",,,Health Canada; Ontario Lung Association,,CAD = Canadian dollar,,"$7,237,613.00",,Cash,0,,,0,False,False,,
,"Colledge, Kathy",9/5/2013 9:27:51 AM,14036,"Licskai, Christopher",Medicine,2011/07,2012/02,Grants,Funded,True,False,Principal Applicant,AQHI - Integrating AQHI into Asthma Action Plans to Improve Asthma Outcomes - Phase 2,AQHI - Integrating AQHI into Asthma Action Plans to Improve Asthma Outcomes - Phase 2,Developing and testing a prototype mobile health system for asthma. Smartphone application.,Clinical Trial,Research,Christopher Licskai,"Madonna Ferrone, Todd Sands",,,Health Canada; Ontario Lung Association,,CAD = Canadian dollar,,"$49,084,787.00",,Cash,0,,,0,False,False,,
,"Colledge, Kathy",9/5/2013 10:22:39 AM,14037,"Licskai, Christopher",Medicine,2010/06,2011/05,Grants,Funded,False,True,Principal Investigator,Reliability and Accuracy of ThinPrep Sputum Differential Cell Counts,Clinical Pilot to Evaluate the Reliability and Accuracy of ThinPrep Sputum Differential Cell Counts in Patients with Moderate to Severe Asthma,,Clinical Trial,Research,Christopher Licskai,Michelle Weir,,,Novartis Canada Ltd,,CAD = Canadian dollar,,"$18,613,203.00",,,0,,,0,False,False,,
,"Malcomson, Paul",9/13/2013 1:31:45 PM,14060,"user, name",Medicine,2013/07,2016/06,Grants,Funded,True,False,Principal Investigator,This is the short title,This is the long title that I am entering in.,This is the application summary,Operating,Research,Paul Malcomson,,,,London Regional Cancer Program,,CAD = Canadian dollar,,"$33,550,203.00",,,0,,,0,False,False,,
,"Parisian, Wendy",9/29/2015 2:27:58 PM,14076,"Borrie, Michael",Medicine,2014/07,2016/07,Clinical Trials,Funded,True,False,Co-Investigator,Predicting Progression to Dementia in the ADNI Cohort,Prediction Progression to Dementia in the Alzheimer Disease and Neuroimaging Initiative Cohort,,Clinical Trial,Research,Rob Bartha,Michael Borrie,,,Canadian Institutes of Health Research (CIHR),Catalyst Grant,,,"$34,458,064.00",,,0,,,0,False,False,,
Draft,"McCallum, Judy",9/18/2013 1:48:56 PM,14077,"Borrie, Michael",Medicine,2011/07,2012/06,Grants,Funded,True,False,Clinician/Scientist,Neurodegeneration Research Integrated Discovery Proposal,The role of ischemic vasculopathy in adult onset neurodegenerative diseases and the creation of the Dementia Network of Ontario Research Database (DNORD),,Clinical Trial,Research,,,,,Ontario Brain Institute,,,,"$62,014,944.00",,,0,,,0,False,False,,
,"Moist, Louise",10/4/2013 10:53:12 AM,14089,"Moist, Louise",Medicine,2013,2015,Grants,Funded,True,False,Principal Investigator,Construct Development for a Arteriovenous Fistula for Cannulation,,,,,Dr. Louise Moist,,,,Western University of Health Sciences,,,,"$36,980,842.00",,,0,,,0,False,False,,
,"Moist, Louise",10/4/2013 10:59:57 AM,14092,"Moist, Louise",Medicine,2012,2014,Grants,Funded,True,False,Co-Investigator,Hypertensive disorder of pregnancy after bacterial gastroenteritis,,,,,Dr. Immaculate Nevis,,,,Canadian Institute for Health Information (CIHI),,,,"$11,022,313.00",,,0,,,0,False,False,,
,"Moist, Louise",10/4/2013 11:11:14 AM,14093,"Moist, Louise",Medicine,2010,2011,Grants,Funded,True,False,Co-Investigator,A Research Conference on the Canadian Experience with Quotidian Dialysis Conference,,,,,Dr. Gihad Nesrallah,,,,Canadian Institute for Health Research (CIHR),,,,"$74,633,319.00",,,0,,,0,False,False,,
,"Moist, Louise",10/4/2013 11:03:25 AM,14095,"Moist, Louise",Medicine,2008,2015,Grants,Funded,True,True,Collaborator,CanPREDDICT Study of Prediction of Risk of Dialysis,,,,,Dr. Adeera Levin,,,,Orthobiotech,,,,"$30,626,715.00",,,0,,,0,False,False,,
,"Moist, Louise",10/4/2013 11:00:43 AM,14099,"Moist, Louise",Medicine,2011,2013,Grants,Funded,True,True,Co-Investigator,Sirolimus to Prevent Stenosis in a Fistula,,,,,Dr. Anthony Jevnikar,,,,Pfizer Global Pharmaceuticals,,,,"$61,828,565.00",,,0,,,0,False,False,,
,"Moist, Louise",10/7/2013 9:11:37 AM,14100,"Moist, Louise",Medicine,2006,2007,Grants,Funded,False,True,Principal Investigator,Hemoglobin Levels and Association Weight Gain in Dialysis,,,,,Dr. Louise Moist,,,,Ortho Biotech Inc.,,,,"$3,247,579.00",,,0,,,0,False,False,,
,"Barra, Lillian",1/24/2015 11:14:41 AM,14129,"Barra, Lillian",Medicine,2014/04,2018/05,Grants,Funded,True,False,Co-Investigator,,The role of anti-homocitrullinated protein/peptide immune responses in Rheumatoid Arthritis,,Operating,Research,Ewa Cairns,D. Bell and L. Barra,,,Canadian Institutes of Health Research (CIHR),Operating Grant,CAD = Canadian dollar,,"$22,537,520.00",,,0,,,1,False,False,,
,"Turner, Rosanna",5/29/2014 12:44:51 PM,14148,"Yee, Raymond",Medicine,2011/06,present,Clinical Trials,Funded,False,True,Principal Site Investigator,ALSYNC,ALternate Site Cardiac ReSYNChronization,,Clinical Trial,Research,Mireille van Ginneken,"Lorne Gula, Peter Leong-Sit, Jaimie Manlucu, Allan Skanes",,,"Medtronic, Inc",,,,"$45,579,405.00",,,0,,,0,False,False,,
,"Turner, Rosanna",4/2/2015 3:41:18 PM,14149,"Yee, Raymond",Medicine,2011/06,present,Clinical Trials,Funded,False,True,Principal Site Investigator,REFINE-ICD,Risk Estimation Following Infarction Non-invasive Evaluation - ICD efficacy,,Clinical Trial,Research,Derek Exner,"Skanes, Allan Manlucu, Jaimie Leong-Sit, Peter Gula, Lorne Tang, Anthony",HSREB #100476,,"University of Calgary - Funded by Medtronic, Inc, Western Economic Diversification, GE Healthcare, Alberta Advanced Education and Technology",,,,"$15,959,295.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/23/2014 10:55:44 AM,14150,"Yee, Raymond",Medicine,2012/05,present,Clinical Trials,Funded,True,False,Principal Site Investigator,SPRITELY,Syncope: Pacing or Recording in the Later Years,,Clinical Trial,Research,Robert Sheldon,"Peter Leong-Sit, Jaimie Manlucu",HSREB #102178,,University of Calgary - Funded by Canadian Institutes of Health Research,,,,"$51,461,104.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 12:49:49 PM,14151,"Yee, Raymond",Medicine,2010/05,2013/05,Clinical Trials,Funded,False,True,Principal Site Investigator,Adaptive CRT,Medtronic Adaptive CRT Study,,Clinical Trial,Research,Dave Munneke,"Lorne Gula, Peter Leong-Sit, Allan Skanes",HSREB #6933,,"Medtronic, Inc.",,,,"$16,352,969.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 12:47:05 PM,14152,"Yee, Raymond",Medicine,2011/06,present,Clinical Trials,Funded,False,True,Principal Site Investigator,Model 20066,Model 20066 LV Lead Study,,Clinical Trial,Research,"Mark Lazeroms, Senior Scientist",Peter Leong-Sit,HSREB #100053,,"Medtronic, Inc.",,,,"$51,866,769.00",,,0,,,0,False,False,,
,"Turner, Rosanna",4/2/2015 2:25:33 PM,14153,"Yee, Raymond",Medicine,2011/08,present,Clinical Trials,Funded,False,True,Principal Site Investigator,PainFree SST,PainFree SST Clinical Study,,Clinical Trial,Research,Dan Lexcen,"Lorne Gula, Peter Leong-Sit, Allan Skanes",HSREB #100727,,"Medtronic, Inc.",,,,"$48,071,197.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/23/2014 10:53:43 AM,14154,"Yee, Raymond",Medicine,2011/11,2013/09,Clinical Trials,Funded,False,True,Principal Site Investigator,UATP 2.0,Universal Antitachycardia Pacing 2.0 Download Study,,Clinical Trial,Research,Paul Belk,"Skanes, Allan Leong-Sit, Peter",HSREB #7357,,"Medtronic, Inc.",,,,"$53,145,475.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 12:52:34 PM,14155,"Yee, Raymond",Medicine,2010/06,2013/06,Clinical Trials,Funded,False,True,Principal Site Investigator,FLeCX,Fidelis Lead Canadian X-ray Study,,Clinical Trial,Research,Josee Morissette,,HSREB #7018,,"Medtronic, Inc.",,,,"$16,904,527.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 12:55:44 PM,14156,"Yee, Raymond",Medicine,2011/12,2012/08,Clinical Trials,Funded,False,True,Principal Site Investigator,HISTORY,High Septal Pacing for Cardiac Resynchronization Therapy (HISTORY) Acute Research Study,,Clinical Trial,Research,Dorothee Marossero,Peter Leong-Sit,HSREB #101864,,"Guidant Europe SA/NV, a Boston Scientific Company",,,,"$42,551,359.00",,,0,,,0,False,False,,
,"Martin, Claudio",10/29/2015 10:52:12 AM,14158,"Martin, Claudio",Medicine,2013/03,2014/02,Grants,Funded,True,False,Principal Applicant,CCVSM,Critical Care Vital Signs Monitor: Performance Indicators and Quality Improvement in Critical Care,,Planning Grant,,Claudio Martin,"Nayib Ayas, Carla Chrusch, Dev Jayaraman, Denny Laporta, John Muscedere, Kendiss Olafson, Clare Ramsey, Tom Stelfox,",,,Canadian Institutes of Health Research (CIHR),,CAD = Canadian dollar,,"$73,586,526.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 1:39:30 PM,14159,"Yee, Raymond",Medicine,2007/08,2013/04,Clinical Trials,Funded,False,True,Principal Site Investigator,ISSUE 3,International Study on Syncope of Uncertain Etiology 3,,Clinical Trial,Research,Michele Brignole,"Klein, George",HSREB #4105,,"Medtronic, Inc.",,,,"$24,512,528.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 1:40:52 PM,14160,"Yee, Raymond",Medicine,2010/10,2012/08,Clinical Trials,Funded,False,True,Principal Site Investigator,CLEPSYDRA,Clinical Evaluation of the Physiological Diagnosis Function in the PARADYM CRT device,,Clinical Trial,Research,Angelo Auricchio,George Klein,HSREB #6967,,SORIN GROUP Canada Inc.,,,,"$20,357,150.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/29/2014 1:41:59 PM,14161,"Yee, Raymond",Medicine,2013/08,present,Clinical Trials,Funded,False,True,Principal Site Investigator,SonR-ECHO,Clinical Assessment of the SonR Algorithm in the PARADYM RF SonR CRT-D by Echocardiography (ICSY01),,Clinical Trial,Research,Francois Philippon,"Peter Leong-Sit, Jaimie Manlucu, Anthony Tang",HSREB #103972,,"Sorin Group Canada, Inc.",,,,"$10,977,600.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/27/2014 2:46:18 PM,14162,"Yee, Raymond",Medicine,2011/02,present,Clinical Trials,Funded,True,False,Principal Site Investigator,ICD Sports Registry,Safety of Sports for Patients with Implantable Cardioverter-Defibrillators: A Multicentre Registry,,Operating,Research,Rachel Lampert,"Peter Leong-Sit, Jaimie Manlucu",HSREB #7133,,Yale University,,,,"$52,213,902.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/21/2014 3:33:31 PM,14184,"Skanes, Allan",Medicine,2011/06,present,Clinical Trials,Funded,False,True,Co-Investigator,ALSYNC,ALternate Site Cardiac ReSYNChronization,,Clinical Trial,Research,Mireille van Ginneken,"Lorne Gula, Peter Leong-Sit, Jaimie Manlucu, Allan Skanes",,,"Medtronic, Inc",,,,"$47,504,765.00",,,0,,,0,False,False,,
,"Turner, Rosanna",5/8/2014 3:24:26 PM,14185,"Manlucu, Jaimie",Medicine,2011/06,present,Clinical Trials,Funded,False,True,Co-Investigator,ALSYNC,ALternate Site Cardiac ReSYNChronization,,Clinical Trial,Research,Mireille van Ginneken,"Lorne Gula, Peter Leong-Sit, Jaimie Manlucu, Allan Skanes",HSREB #100330,Lawson,"Medtronic, Inc",,,,"$13,881,680.00",,,0,,,0,False,False,,
